date,precipitation_sum,rain_sum,precipitation_hours,temperature_2m_mean,temperature_2m_max,temperature_2m_min,vapour_pressure_deficit_max,cloudcover_mean,shortwave_radiation_sum,sunshine_duration,wind_speed_10m_max,wind_direction_10m_dominant,pressure_msl_mean,soil_moisture_0_to_7cm_mean,soil_moisture_7_to_28cm_mean,weathercode
2010-09-18,0.0,0.0,0.0,13.4,19.1,8.6,1.21,19,22.09,42265.71,8.9,247,1017.1,0.163,0.186,3
2010-09-19,0.0,0.0,0.0,14.0,17.1,10.7,0.69,88,14.68,34273.89,10.5,136,1020.7,0.152,0.182,3
2010-09-20,0.3,0.3,3.0,14.5,17.7,11.1,0.65,33,17.36,42348.1,13.8,143,1023.3,0.149,0.179,51
2010-09-21,0.0,0.0,0.0,15.2,20.9,11.1,1.16,30,22.15,42361.48,23.3,156,1024.0,0.144,0.175,3
2010-09-22,0.0,0.0,0.0,15.9,19.1,13.3,0.98,64,16.79,42431.23,17.9,79,1024.4,0.135,0.172,3
2010-09-23,0.6,0.6,4.0,15.3,16.3,14.5,0.6,85,5.82,7642.23,11.6,121,1023.4,0.139,0.169,51
2010-09-24,0.0,0.0,0.0,16.6,21.3,11.6,1.06,13,21.95,42515.09,13.3,2,1020.3,0.135,0.167,3
2010-09-25,0.0,0.0,0.0,16.9,24.1,11.7,2.07,61,20.3,39354.07,11.3,287,1016.0,0.124,0.163,3
2010-09-26,0.0,0.0,0.0,16.2,20.5,11.2,0.98,18,20.52,42599.42,16.6,53,1018.3,0.114,0.159,2
2010-09-27,0.0,0.0,0.0,19.0,24.9,12.4,1.94,53,18.67,42641.8,20.8,308,1012.8,0.106,0.155,3
2010-09-28,0.0,0.0,0.0,17.3,23.0,10.4,1.65,35,23.76,42487.82,15.3,272,1012.2,0.097,0.151,3
2010-09-29,0.5,0.5,2.0,13.4,14.9,11.8,0.85,49,19.36,42727.04,24.5,194,1017.7,0.101,0.148,51
2010-09-30,0.0,0.0,0.0,13.0,16.5,8.7,1.13,26,24.55,42769.94,17.6,94,1024.4,0.103,0.145,3
2010-10-01,0.0,0.0,0.0,15.0,17.6,10.8,1.04,100,11.47,18521.58,13.8,76,1027.2,0.096,0.142,3
2010-10-02,10.0,10.0,8.0,16.6,18.9,15.0,0.98,96,13.74,33523.37,16.8,80,1029.0,0.116,0.141,63
2010-10-03,10.7,10.7,20.0,16.3,17.8,14.7,0.41,91,11.06,25948.37,20.3,85,1028.6,0.248,0.156,61
2010-10-04,4.6,4.6,16.0,16.6,18.1,15.1,0.46,85,5.44,4040.38,14.0,80,1024.6,0.243,0.18,53
2010-10-05,0.2,0.2,2.0,17.9,21.0,15.1,0.66,51,19.06,42987.96,12.4,94,1021.9,0.22,0.187,51
2010-10-06,0.5,0.5,5.0,17.9,20.1,15.1,0.49,73,15.82,39432.38,12.8,82,1020.2,0.21,0.187,51
2010-10-07,0.0,0.0,0.0,16.8,21.4,14.8,0.97,80,20.73,40790.61,23.4,164,1017.4,0.194,0.186,3
2010-10-08,0.4,0.4,3.0,15.9,17.9,14.3,0.77,92,12.83,28690.79,15.7,115,1023.4,0.18,0.183,51
2010-10-09,0.3,0.3,2.0,16.6,18.4,14.7,0.89,82,13.37,29432.09,11.8,93,1026.1,0.172,0.18,51
2010-10-10,1.0,1.0,6.0,16.8,19.3,14.2,1.15,60,18.26,44094.22,20.4,114,1031.1,0.163,0.177,51
2010-10-11,0.6,0.6,4.0,17.8,19.7,16.6,0.92,52,15.98,39889.01,24.1,66,1032.3,0.157,0.173,51
2010-10-12,1.0,1.0,6.0,18.2,20.7,16.0,0.86,76,15.94,42804.33,17.7,37,1027.3,0.165,0.171,51
2010-10-13,1.1,1.1,2.0,19.2,23.2,15.8,1.1,95,16.07,35031.29,11.2,4,1017.5,0.159,0.168,53
2010-10-14,1.0,1.0,5.0,20.4,24.2,17.1,1.24,63,21.62,43392.49,14.8,348,1009.9,0.158,0.165,51
2010-10-15,9.3,9.3,12.0,20.0,22.2,18.0,0.74,85,8.68,12002.12,32.1,356,995.8,0.179,0.163,61
2010-10-16,0.9,0.9,4.0,12.9,17.1,10.1,1.19,23,24.97,43200.0,35.0,270,1002.6,0.217,0.17,51
2010-10-17,0.0,0.0,0.0,15.0,20.3,10.7,1.47,9,25.94,45826.25,17.1,259,1013.3,0.182,0.169,3
2010-10-18,0.0,0.0,0.0,16.0,21.6,11.4,1.55,8,26.83,45899.2,11.4,256,1017.8,0.157,0.165,2
2010-10-19,2.7,2.7,8.0,15.2,16.4,13.9,0.79,81,10.01,16894.43,16.5,173,1025.7,0.155,0.162,53
2010-10-20,0.0,0.0,0.0,16.8,20.0,13.9,1.1,55,20.52,44588.7,19.2,49,1027.2,0.148,0.159,3
2010-10-21,0.0,0.0,0.0,17.6,21.0,14.1,1.07,39,21.34,46114.87,18.1,52,1024.0,0.134,0.156,3
2010-10-22,0.1,0.1,1.0,18.9,23.0,14.4,1.17,19,24.26,46185.4,12.3,22,1019.7,0.121,0.152,51
2010-10-23,2.0,2.0,4.0,19.7,25.5,14.7,1.73,51,22.2,36682.7,17.7,284,1016.4,0.112,0.148,55
2010-10-24,22.3,22.3,22.0,15.0,16.4,14.4,0.41,100,3.33,0.0,20.2,182,1021.0,0.214,0.154,61
2010-10-25,1.3,1.3,2.0,16.4,18.4,14.5,0.92,50,21.86,45850.23,22.0,194,1019.7,0.225,0.175,53
2010-10-26,0.0,0.0,0.0,18.0,22.7,11.6,1.47,37,24.47,46458.26,12.2,351,1016.5,0.191,0.174,3
2010-10-27,2.5,2.5,6.0,17.2,21.4,12.3,0.94,31,23.29,46523.68,21.4,162,1016.3,0.171,0.17,53
2010-10-28,0.0,0.0,0.0,16.9,18.9,15.4,0.92,51,17.76,43764.0,15.5,130,1020.7,0.162,0.166,3
2010-10-29,0.0,0.0,0.0,17.6,20.0,13.7,0.99,48,16.3,41697.63,13.7,69,1018.9,0.148,0.163,3
2010-10-30,0.0,0.0,0.0,20.1,24.3,16.4,1.03,75,25.44,46711.69,19.9,39,1013.7,0.135,0.159,3
2010-10-31,6.3,6.3,5.0,21.5,25.1,18.6,1.27,56,22.14,43522.12,15.7,13,1011.5,0.138,0.154,63
2010-11-01,31.0,31.0,13.0,17.8,19.5,16.5,0.75,88,11.85,23429.71,20.0,174,1013.3,0.232,0.18,63
2010-11-02,41.5,41.5,11.0,14.9,17.3,12.6,0.83,76,14.55,38009.0,21.4,234,1013.4,0.333,0.329,65
2010-11-03,0.5,0.5,2.0,16.4,21.4,12.0,1.41,35,25.31,46800.0,19.9,168,1017.9,0.273,0.289,51
2010-11-04,7.8,7.8,20.0,14.8,15.7,13.9,0.49,83,12.44,27453.3,18.8,157,1021.5,0.282,0.273,55
2010-11-05,2.2,2.2,10.0,15.4,17.5,14.0,1.01,83,20.31,42117.86,19.9,149,1023.2,0.277,0.277,53
2010-11-06,8.3,8.3,20.0,15.6,17.6,14.0,0.65,84,17.94,41544.01,13.7,141,1022.6,0.262,0.266,61
2010-11-07,0.0,0.0,0.0,17.1,20.1,12.7,0.9,49,23.39,46951.32,16.8,42,1019.3,0.248,0.257,3
2010-11-08,2.6,2.6,5.0,20.5,25.3,16.0,1.34,61,25.53,46273.26,17.4,19,1017.1,0.23,0.246,55
2010-11-09,0.0,0.0,0.0,18.9,20.3,17.3,0.52,97,17.51,21941.99,13.8,103,1023.9,0.225,0.238,3
2010-11-10,3.7,3.7,4.0,20.5,24.5,16.7,0.85,73,22.35,42176.29,14.0,353,1019.5,0.231,0.232,61
2010-11-11,0.0,0.0,0.0,21.2,23.8,17.9,0.85,61,24.98,47138.08,11.2,9,1013.9,0.234,0.231,3
2010-11-12,0.0,0.0,0.0,21.7,25.5,18.1,1.17,35,27.75,47405.95,17.7,40,1012.4,0.206,0.224,3
2010-11-13,0.2,0.2,1.0,23.2,27.6,19.1,1.48,47,26.34,47085.37,15.8,27,1014.0,0.186,0.215,51
2010-11-14,0.0,0.0,0.0,23.7,27.6,20.6,1.66,50,26.59,47059.0,16.1,18,1013.9,0.168,0.206,3
2010-11-15,34.4,34.4,15.0,20.4,22.6,18.4,0.61,98,5.42,2846.85,7.8,41,1012.6,0.25,0.235,65
2010-11-16,0.2,0.2,2.0,19.0,21.5,17.6,0.85,80,21.05,40149.52,16.0,160,1013.0,0.275,0.277,51
2010-11-17,1.3,1.3,5.0,18.2,19.6,17.0,0.67,91,17.72,42270.18,13.3,117,1016.0,0.253,0.264,51
2010-11-18,0.0,0.0,0.0,19.1,22.2,15.3,0.97,76,24.85,38765.53,16.7,31,1013.9,0.233,0.252,3
2010-11-19,0.8,0.8,4.0,17.3,18.4,16.3,0.89,77,13.79,31519.48,24.1,170,1022.5,0.229,0.242,51
2010-11-20,0.0,0.0,0.0,17.6,20.7,13.4,1.2,12,31.51,48983.97,13.4,84,1025.7,0.208,0.233,2
2010-11-21,0.0,0.0,0.0,18.4,21.8,13.6,1.08,46,31.22,46877.29,17.4,53,1023.6,0.189,0.222,3
2010-11-22,0.1,0.1,1.0,19.5,21.9,16.3,0.98,45,23.32,48949.99,19.3,63,1024.5,0.176,0.213,51
2010-11-23,0.0,0.0,0.0,20.1,22.9,17.2,1.13,33,29.73,49148.17,20.4,43,1025.3,0.162,0.205,3
2010-11-24,0.0,0.0,0.0,20.2,23.6,17.1,1.09,0,31.83,49203.14,19.5,42,1023.0,0.147,0.196,0
2010-11-25,0.0,0.0,0.0,20.9,24.4,17.6,1.09,6,28.14,49258.28,18.4,48,1018.9,0.134,0.189,1
2010-11-26,0.0,0.0,0.0,20.8,24.1,17.7,1.12,61,27.76,47309.67,16.2,72,1016.2,0.122,0.181,3
2010-11-27,0.0,0.0,0.0,21.2,24.3,18.1,0.93,41,25.03,48838.85,23.4,50,1013.3,0.113,0.175,3
2010-11-28,8.8,8.8,12.0,20.6,22.8,19.0,0.95,97,13.0,15889.2,13.4,14,1010.6,0.14,0.171,61
2010-11-29,12.7,12.7,19.0,18.4,19.2,17.7,0.26,96,5.78,2242.51,21.5,175,1013.5,0.27,0.195,61
2010-11-30,10.5,10.5,22.0,19.6,21.6,17.9,0.4,99,12.6,11681.94,18.0,112,1015.3,0.271,0.227,61
2010-12-01,17.9,17.9,23.0,19.7,20.6,19.1,0.34,99,8.82,6708.18,19.8,68,1016.2,0.286,0.247,61
2010-12-02,5.1,5.1,14.0,20.4,22.5,19.1,0.5,92,16.01,24562.17,21.6,60,1016.7,0.3,0.29,61
2010-12-03,0.2,0.2,1.0,21.1,23.3,19.5,0.72,92,18.35,33205.53,18.3,61,1015.7,0.265,0.276,51
2010-12-04,6.8,6.8,19.0,20.7,22.3,19.5,0.56,99,12.91,13870.71,13.2,59,1011.8,0.255,0.261,55
2010-12-05,2.6,2.6,8.0,20.9,23.0,18.4,0.59,96,17.93,36000.0,14.4,109,1011.6,0.264,0.259,53
2010-12-06,0.0,0.0,0.0,21.5,23.1,19.3,0.73,54,17.7,47582.6,16.6,88,1013.9,0.243,0.252,3
2010-12-07,0.3,0.3,2.0,22.0,24.0,19.4,0.97,52,25.42,49893.01,18.8,63,1015.6,0.225,0.242,51
2010-12-08,0.0,0.0,0.0,22.9,25.7,20.3,1.07,64,26.81,49940.2,22.7,40,1013.4,0.205,0.232,3
2010-12-09,5.8,5.8,5.0,24.9,28.6,21.9,1.55,80,22.19,42285.28,18.1,351,1009.1,0.206,0.222,63
2010-12-10,0.6,0.6,3.0,23.0,25.8,20.2,1.33,74,18.96,35456.38,14.4,285,1006.9,0.239,0.222,51
2010-12-11,0.0,0.0,0.0,20.9,24.9,17.7,1.57,5,32.71,50072.82,13.0,330,1005.2,0.209,0.218,1
2010-12-12,0.0,0.0,0.0,22.2,26.4,16.9,1.97,20,25.06,50113.77,16.0,280,1004.6,0.181,0.209,2
2010-12-13,0.0,0.0,0.0,20.7,22.8,18.2,1.01,33,28.76,50153.92,18.0,163,1013.1,0.162,0.201,3
2010-12-14,0.0,0.0,0.0,21.1,23.2,19.3,0.94,72,25.12,48868.61,15.1,157,1014.6,0.149,0.193,3
2010-12-15,0.0,0.0,0.0,21.8,24.9,18.0,0.95,33,26.72,50232.24,14.5,50,1008.4,0.136,0.186,3
2010-12-16,7.4,7.4,8.0,21.5,25.2,18.6,1.17,80,19.33,40159.18,17.2,159,1004.0,0.139,0.181,63
2010-12-17,0.3,0.3,2.0,21.1,25.1,18.7,1.7,81,14.95,21507.24,16.5,283,1004.4,0.154,0.178,51
2010-12-18,0.1,0.1,1.0,21.2,25.3,18.6,1.93,82,16.59,26880.84,26.6,305,1002.7,0.14,0.174,51
2010-12-19,0.6,0.6,2.0,19.9,24.4,16.1,1.66,73,20.04,30225.37,25.1,329,999.8,0.13,0.169,51
2010-12-20,0.0,0.0,0.0,17.4,21.9,13.2,1.69,18,33.2,50400.0,33.7,270,1000.7,0.123,0.165,3
2010-12-21,0.0,0.0,0.0,19.8,24.8,14.8,2.07,1,33.27,50400.0,20.5,290,1009.4,0.105,0.158,0
2010-12-22,1.5,1.5,7.0,19.9,22.3,16.3,0.75,46,24.06,50400.0,15.9,157,1017.5,0.101,0.154,51
2010-12-23,0.0,0.0,0.0,21.3,25.8,18.0,1.48,90,29.22,48131.05,26.6,139,1018.5,0.098,0.15,3
2010-12-24,0.0,0.0,0.0,19.2,21.3,17.3,1.11,42,27.95,50400.0,18.6,135,1024.1,0.088,0.145,3
2010-12-25,0.0,0.0,0.0,21.5,25.7,15.4,1.31,14,28.47,50400.0,15.9,37,1013.8,0.082,0.141,1
2010-12-26,1.9,1.9,5.0,24.2,29.0,18.5,2.02,66,26.69,50283.51,18.2,300,1004.2,0.078,0.137,53
2010-12-27,2.7,2.7,13.0,18.0,19.3,16.4,0.81,98,7.28,0.0,22.9,163,1007.1,0.101,0.134,53
2010-12-28,0.0,0.0,0.0,18.2,19.8,16.1,1.15,97,15.47,21280.1,15.5,122,1018.6,0.102,0.133,3
2010-12-29,0.0,0.0,0.0,21.3,24.8,17.7,1.35,10,30.34,50400.0,17.9,39,1016.3,0.092,0.13,1
2010-12-30,0.0,0.0,0.0,22.0,25.3,17.4,1.06,10,27.78,50400.0,14.6,77,1015.6,0.081,0.127,2
2010-12-31,0.0,0.0,0.0,22.9,26.7,19.7,1.24,1,31.83,50400.0,17.3,59,1014.6,0.075,0.124,0
2011-01-01,0.0,0.0,0.0,23.8,28.9,19.6,1.98,2,32.63,50400.0,17.9,45,1011.8,0.069,0.12,0
2011-01-02,0.3,0.3,2.0,21.4,24.9,18.8,1.01,46,25.75,48541.61,19.5,158,1012.2,0.066,0.117,51
2011-01-03,0.9,0.9,7.0,19.5,20.8,18.3,0.74,100,12.09,11329.15,18.2,162,1014.0,0.066,0.116,51
2011-01-04,0.3,0.3,2.0,19.4,20.8,18.1,0.87,98,10.97,7556.7,16.3,169,1012.6,0.071,0.115,51
2011-01-05,0.0,0.0,0.0,19.9,22.8,16.6,1.16,98,21.83,37334.71,14.4,114,1007.9,0.069,0.113,3
2011-01-06,0.9,0.9,4.0,21.1,22.8,19.2,0.91,61,22.26,50076.02,18.2,159,1011.2,0.073,0.111,51
2011-01-07,1.1,1.1,5.0,21.9,24.3,18.7,0.87,58,21.29,50400.0,17.5,104,1013.4,0.081,0.11,51
2011-01-08,1.7,1.7,8.0,22.8,25.3,20.5,1.12,57,24.39,50400.0,14.2,84,1013.1,0.095,0.109,51
2011-01-09,9.7,9.7,15.0,23.0,24.9,21.3,0.76,65,18.15,33693.09,19.1,97,1014.3,0.221,0.129,61
2011-01-10,4.9,4.9,18.0,22.7,24.6,21.2,0.88,75,21.32,47423.67,22.2,88,1015.2,0.225,0.153,55
2011-01-11,2.8,2.8,15.0,22.9,24.4,21.8,0.73,94,10.98,22004.37,22.4,70,1012.9,0.213,0.159,51
2011-01-12,1.1,1.1,7.0,23.8,25.8,22.1,0.86,67,23.32,50178.65,25.9,54,1011.5,0.199,0.161,51
2011-01-13,0.0,0.0,0.0,23.8,25.5,22.6,1.08,92,20.17,45088.02,23.3,61,1013.6,0.175,0.159,3
2011-01-14,0.0,0.0,0.0,23.8,27.3,21.7,1.54,92,24.45,42114.32,21.1,43,1010.3,0.151,0.155,3
2011-01-15,0.9,0.9,1.0,23.4,26.0,21.6,0.95,78,10.97,20277.07,10.8,51,1008.4,0.15,0.152,53
2011-01-16,2.0,2.0,8.0,23.6,26.0,21.6,0.93,41,21.19,48455.34,12.2,111,1008.3,0.145,0.15,51
2011-01-17,0.3,0.3,2.0,23.2,28.0,20.3,1.44,30,27.17,50056.14,22.6,157,1003.3,0.132,0.146,51
2011-01-18,1.9,1.9,10.0,21.6,22.9,20.3,0.99,90,14.5,34442.61,16.2,131,1007.6,0.13,0.143,53
2011-01-19,5.2,5.2,13.0,21.9,23.4,20.3,0.85,82,11.8,23793.72,17.2,103,1010.0,0.15,0.141,55
2011-01-20,2.0,2.0,6.0,22.9,24.5,21.4,1.15,42,21.38,48548.64,18.7,79,1013.2,0.182,0.141,53
2011-01-21,0.0,0.0,0.0,23.4,26.3,20.6,1.47,34,27.32,49827.95,18.3,47,1013.9,0.164,0.14,3
2011-01-22,0.0,0.0,0.0,23.4,26.5,20.2,1.62,24,30.51,49771.12,16.7,57,1015.0,0.136,0.136,3
2011-01-23,0.0,0.0,0.0,23.3,26.4,20.5,1.58,41,28.75,46800.0,22.0,34,1010.6,0.114,0.132,3
2011-01-24,0.0,0.0,0.0,25.6,31.3,20.6,2.58,67,21.61,48343.59,23.1,332,1003.9,0.098,0.128,3
2011-01-25,0.0,0.0,0.0,24.1,28.2,21.7,1.63,42,26.0,47181.14,17.0,126,1008.0,0.088,0.124,3
2011-01-26,0.0,0.0,0.0,25.9,29.4,22.3,1.22,34,26.76,49537.82,20.0,94,1010.6,0.08,0.12,3
2011-01-27,0.2,0.2,2.0,25.0,28.2,23.1,1.32,54,27.07,43625.25,18.9,143,1013.1,0.074,0.117,51
2011-01-28,0.3,0.3,3.0,22.2,23.1,21.5,1.09,93,11.31,12722.97,18.3,152,1019.1,0.074,0.114,51
2011-01-29,0.0,0.0,0.0,21.9,23.4,20.4,1.37,52,21.98,46901.59,17.7,78,1021.3,0.071,0.112,3
2011-01-30,0.0,0.0,0.0,23.3,27.6,18.3,2.02,0,31.0,49167.95,16.4,30,1018.0,0.067,0.109,0
2011-01-31,0.0,0.0,0.0,25.8,30.8,21.2,2.26,0,30.16,49066.69,17.7,50,1013.2,0.063,0.106,0
2011-02-01,0.0,0.0,0.0,28.6,34.8,22.4,3.74,0,30.24,48909.05,16.5,323,1009.3,0.059,0.102,0
2011-02-02,0.1,0.1,1.0,27.6,29.5,25.1,2.19,16,27.66,48596.33,17.3,86,1012.5,0.056,0.099,51
2011-02-03,0.0,0.0,0.0,28.3,35.9,23.9,3.63,56,19.99,39187.3,23.2,247,1011.6,0.056,0.096,3
2011-02-04,0.0,0.0,0.0,25.9,30.4,21.9,1.77,50,25.17,44961.17,17.4,58,1012.6,0.057,0.094,3
2011-02-05,0.0,0.0,0.0,30.5,36.3,23.8,3.99,49,28.68,46785.56,23.2,328,1008.2,0.055,0.092,3
2011-02-06,5.0,5.0,5.0,25.2,33.2,19.3,2.69,75,18.03,32400.0,30.0,195,1015.8,0.084,0.09,61
2011-02-07,0.0,0.0,0.0,20.8,22.2,19.6,1.35,95,8.78,205.8,19.3,150,1022.3,0.117,0.089,3
2011-02-08,0.0,0.0,0.0,21.4,24.0,18.4,1.5,71,18.11,37822.34,14.0,142,1019.6,0.103,0.089,3
2011-02-09,0.5,0.5,4.0,21.4,23.1,20.0,1.07,75,19.46,46200.75,14.2,127,1023.4,0.095,0.087,51
2011-02-10,0.7,0.7,4.0,22.4,24.7,19.3,1.13,77,20.43,45454.18,17.7,50,1021.4,0.096,0.087,51
2011-02-11,0.0,0.0,0.0,25.0,30.2,20.4,2.21,55,24.32,46301.3,12.3,18,1013.8,0.087,0.086,3
2011-02-12,10.2,10.2,10.0,22.4,24.2,20.3,0.86,96,11.47,18746.96,22.5,190,1015.2,0.104,0.085,61
2011-02-13,1.3,1.3,8.0,21.5,23.8,20.1,0.81,95,13.45,30910.48,23.3,180,1018.6,0.188,0.088,51
2011-02-14,0.0,0.0,0.0,21.3,22.8,20.3,1.28,90,11.51,12749.9,17.5,152,1023.3,0.166,0.091,3
2011-02-15,0.6,0.6,4.0,21.5,23.3,19.7,1.12,99,11.79,30947.06,11.5,146,1022.7,0.147,0.091,51
2011-02-16,3.2,3.2,10.0,22.4,25.2,19.6,1.02,86,17.1,37614.07,11.8,58,1017.7,0.147,0.091,53
2011-02-17,4.3,4.3,9.0,23.8,26.5,21.2,0.95,52,20.16,45730.36,12.0,19,1012.5,0.155,0.092,61
2011-02-18,0.7,0.7,3.0,23.5,25.8,22.0,0.96,82,16.83,39056.78,16.7,151,1014.3,0.149,0.092,51
2011-02-19,0.0,0.0,0.0,26.0,30.6,22.0,2.08,92,22.83,44543.27,14.4,351,1008.9,0.131,0.091,3
2011-02-20,3.1,3.1,6.0,25.7,29.4,22.7,1.45,72,19.03,39153.24,12.1,225,1006.8,0.128,0.091,53
2011-02-21,1.7,1.7,8.0,20.6,22.6,18.4,0.84,96,12.79,23051.53,23.5,155,1013.8,0.135,0.09,51
2011-02-22,0.3,0.3,2.0,19.7,20.9,18.8,1.1,88,13.12,21214.95,21.4,160,1022.3,0.135,0.09,51
2011-02-23,0.2,0.2,2.0,20.3,22.2,18.4,1.17,72,18.7,44103.73,13.9,164,1022.2,0.125,0.09,51
2011-02-24,0.0,0.0,0.0,20.7,24.7,16.7,1.58,31,27.17,45255.07,16.3,25,1017.7,0.11,0.089,3
2011-02-25,0.0,0.0,0.0,21.9,25.3,17.9,1.54,88,20.56,41333.12,13.2,60,1013.6,0.095,0.087,3
2011-02-26,0.0,0.0,0.0,23.0,26.8,19.9,1.51,37,24.71,44482.05,17.9,66,1011.0,0.085,0.086,3
2011-02-27,0.1,0.1,1.0,23.0,28.4,18.0,1.94,59,11.27,24124.79,12.2,249,1008.9,0.08,0.085,51
2011-02-28,0.1,0.1,1.0,23.0,26.1,20.9,1.11,86,16.84,31823.69,16.9,47,1008.7,0.079,0.085,51
2011-03-01,1.8,1.8,3.0,25.4,32.5,19.5,3.16,70,21.67,39600.0,26.8,274,1005.5,0.077,0.083,53
2011-03-02,0.2,0.2,2.0,19.8,20.8,18.7,0.93,92,6.33,3600.0,18.1,95,1015.5,0.076,0.083,51
2011-03-03,0.0,0.0,0.0,22.3,28.1,17.9,2.47,43,25.97,43258.58,16.4,208,1009.6,0.074,0.082,3
2011-03-04,0.0,0.0,0.0,21.7,26.3,18.6,1.67,56,23.66,43200.0,21.4,147,1012.3,0.068,0.081,3
2011-03-05,0.6,0.6,4.0,19.0,20.4,17.9,1.13,90,11.36,20924.33,20.3,144,1023.0,0.072,0.08,51
2011-03-06,0.0,0.0,0.0,19.4,21.2,17.7,1.45,81,19.56,43200.0,14.4,116,1026.7,0.07,0.079,3
2011-03-07,0.0,0.0,0.0,20.7,23.2,17.9,1.57,44,18.85,43407.69,15.0,81,1023.3,0.065,0.079,3
2011-03-08,0.0,0.0,0.0,21.7,25.6,17.7,1.59,23,23.35,43200.0,22.5,29,1017.5,0.063,0.078,3
2011-03-09,0.0,0.0,0.0,23.5,27.7,19.6,1.94,81,14.8,34458.97,13.0,318,1014.3,0.06,0.077,3
2011-03-10,0.6,0.6,2.0,23.1,26.7,20.4,1.55,83,11.3,22850.96,8.5,323,1013.2,0.061,0.076,51
2011-03-11,6.6,6.6,10.0,22.1,24.2,20.3,0.8,77,14.51,40096.84,11.1,163,1016.0,0.074,0.076,63
2011-03-12,0.0,0.0,0.0,22.7,26.2,19.5,1.17,42,19.55,43200.0,13.2,62,1019.7,0.084,0.076,3
2011-03-13,0.0,0.0,0.0,23.8,27.5,20.8,1.35,17,21.83,43200.0,14.3,46,1019.5,0.076,0.075,2
2011-03-14,0.0,0.0,0.0,21.9,24.8,20.0,0.79,52,12.52,23761.68,24.1,180,1020.5,0.07,0.075,3
2011-03-15,3.0,3.0,5.0,20.8,22.9,19.1,0.93,75,11.17,27526.93,12.4,159,1019.9,0.078,0.074,55
2011-03-16,4.5,4.5,9.0,21.2,25.1,18.5,1.09,52,19.56,43200.0,18.1,146,1017.5,0.098,0.074,55
2011-03-17,3.7,3.7,11.0,20.5,22.1,19.5,0.6,95,9.04,12474.99,14.7,160,1018.0,0.171,0.075,53
2011-03-18,4.7,4.7,16.0,20.0,21.4,19.0,0.6,90,10.34,32530.64,18.1,168,1015.3,0.213,0.085,53
2011-03-19,5.1,5.1,18.0,20.0,21.1,19.4,0.46,84,9.32,27984.95,16.7,132,1013.9,0.224,0.099,55
2011-03-20,12.5,12.5,20.0,20.1,21.4,19.0,0.43,86,7.52,10634.39,20.3,108,1011.5,0.267,0.137,61
2011-03-21,10.5,10.5,17.0,21.4,23.0,19.8,0.48,97,8.83,18063.88,14.3,64,1005.4,0.279,0.194,61
2011-03-22,1.0,1.0,3.0,22.7,25.9,20.5,0.89,52,18.63,41507.01,9.4,59,1001.1,0.244,0.218,53
2011-03-23,0.0,0.0,0.0,23.1,27.1,19.9,1.63,10,19.24,42923.3,15.5,277,1002.8,0.215,0.214,1
2011-03-24,0.0,0.0,0.0,20.9,24.8,17.5,1.88,20,20.22,42797.37,24.9,301,1005.3,0.187,0.205,3
2011-03-25,0.0,0.0,0.0,20.5,23.8,17.6,1.68,36,17.69,42671.08,18.3,243,1009.7,0.164,0.196,3
2011-03-26,0.0,0.0,0.0,19.0,20.7,17.8,1.04,35,15.11,42544.53,24.0,192,1019.9,0.152,0.189,3
2011-03-27,0.5,0.5,3.0,18.9,20.9,17.1,1.06,68,9.91,35418.82,13.6,187,1024.9,0.151,0.183,51
2011-03-28,0.1,0.1,1.0,19.9,22.8,16.7,1.23,64,12.88,41995.67,11.4,134,1026.3,0.152,0.179,51
2011-03-29,0.8,0.8,6.0,20.8,23.1,18.1,1.1,47,14.47,35611.52,16.4,42,1024.0,0.157,0.175,51
2011-03-30,0.0,0.0,0.0,22.3,26.7,18.2,1.73,20,19.0,42037.17,8.6,324,1018.6,0.147,0.171,2
2011-03-31,0.6,0.6,3.0,19.5,20.7,19.0,0.78,79,6.77,19173.73,19.5,168,1022.9,0.142,0.167,51
2011-04-01,0.4,0.4,3.0,20.0,21.9,17.4,1.07,50,13.55,40728.4,14.8,31,1022.6,0.141,0.165,51
2011-04-02,0.0,0.0,0.0,19.0,20.4,17.1,1.03,40,15.38,39481.03,23.4,171,1021.1,0.133,0.161,3
2011-04-03,0.0,0.0,0.0,19.3,22.4,16.4,1.4,31,17.42,41531.88,13.4,171,1023.7,0.122,0.157,3
2011-04-04,0.0,0.0,0.0,18.7,20.9,17.4,1.2,53,15.68,41385.8,20.0,181,1026.8,0.114,0.154,3
2011-04-05,2.9,2.9,13.0,18.1,19.6,17.0,0.9,81,10.07,30872.74,16.1,171,1029.6,0.13,0.151,53
2011-04-06,1.5,1.5,8.0,18.5,20.5,16.7,0.85,48,13.81,41157.43,14.9,183,1029.4,0.139,0.149,51
2011-04-07,0.2,0.2,2.0,19.2,21.5,17.2,1.15,38,13.99,40503.67,15.3,175,1030.1,0.138,0.147,51
2011-04-08,0.0,0.0,0.0,19.6,22.3,17.1,1.44,46,15.63,39463.51,10.0,177,1029.2,0.124,0.144,3
2011-04-09,0.0,0.0,0.0,19.6,23.6,15.2,1.43,15,18.79,40002.57,14.8,357,1022.5,0.114,0.141,2
2011-04-10,5.4,5.4,7.0,20.0,26.3,16.6,2.06,58,13.81,34511.52,19.4,325,1012.0,0.12,0.138,61
2011-04-11,0.0,0.0,0.0,17.3,20.6,14.2,1.58,29,17.14,40014.11,12.2,283,1010.6,0.176,0.137,3
